0    1.2190     
0    9.0365     
0    1.0568     
0    31.1889    
0    2.4155     
0    0.7112     
0    82.2243    
0    17.3380    
0    117.2195   
0    18.4927    
0    59.8412    
-1   0.6516     
0    0.3076     
0    0.7345     
0    27.7971    
0    1.0990     
0    0.6730     
0    12.2180    
-1   0.1274     
0    0.2570     
-1   0.6516     
0    6.4417     
0    0.8241     
-1   0.6516     
-1   0.1274     
0    1.1220     
-1   0.6442     
0    0.2466     
0    6.9823     
-1   0.6442     
0    0.6281     
0    28.4446    
0    1.7140     
0    5.2602     
0    1.7100     
-1   0.6368     
0    11.7761    
0    27.1019    
0    55.4626    
-1   0.1274     
-1   0.1274     
0    3.7411     
-1   0.1274     
-1   0.1274     
0    6.5163     
0    1.0328     
-1   0.1274     
-1   0.6281     
0    1.0209     
0    32.6588    
-1   0.1274     
0    1.2531     
0    39.1742    
-1   0.1274     
0    20.1837    
0    8.0910     
0    5.5208     
0    361.4099   
0    2.6062     
0    2.0512     
0    1.9011     
0    0.1300     
0    19.5884    
0    1.4223     
-1   0.1274     
0    15.4882    
0    8.2224     
0    2.0893     
0    0.5916     
0    14.3880    
0    5.6885     
0    9.3325     
0    0.7816     
0    1.1776     
-1   0.6209     
0    15.6675    
0    3.2285     
-1   0.6281     
-1   0.1274     
0    2.1380     
0    1.9679     
0    3.4041     
0    7.4989     
-1   0.1274     
0    3.8459     
0    0.3899     
-1   0.3981     
