0    7.4743 
-1   2.4914 
0    5.0936 
0    1.8824 
-1   5.1489 
-1   8.3047 
-1   0.9412 
0    7.6404 
-1   3.8755 
0    6.6438 
0    1.6609 
0    28.6237 
-1   10.9623 
-1   1.1073 
-1   3.4880 
0    28.2361 
0    20.2636 
-1   10.9623 
0    66.4379 
-1   1.9378 
-1   3.3219 
0    28.6237 
0    14.1181 
0    28.2361 
-1   1.2734 
-1   3.3219 
-1   2.8236 
-1   3.3219 
0    7.4189 
0    6.9760 
-1   2.3253 
0    29.0112 
0    4.6507 
-1   2.3807 
-1   1.4949 
-1   0.9966 
-1   1.6609 
-1   2.1592 
-1   2.3253 
-1   2.1592 
-1   1.6609 
-1   1.8824 
-1   3.3219 
0    6.0901 
0    17.1631 
0    3.3219 
0    10.1318 
-1   2.9897 
0    7.3082 
-1   3.6541 
-1   3.2112 
-1   2.8236 
0    4.3185 
-1   1.9931 
0    17.0524 
0    138.0248 
-1   4.9828 
0    7.4743 
0    10.3532 
-1   4.9828 
-1   1.1627 
0    8.4155 
0    5.0382 
-1   3.1558 
0    58.5761 
0    28.5382 
0    63.1975 
0    26.5524 
0    1.8425 
0    53.9645 
-1   1.4330 
0    7.7794 
0    5.3842 
0    15.7635 
-1   1.4330 
0    32.7759 
0    5.1385 
0    33.5129 
-1   1.8425 
-1   1.6378 
-1   1.6378 
0    17.2580 
0    193.4002 
0    9.6219 
0    11.7715 
-1   0.6142 
0    96.2600 
0    48.5190 
0    43.0119 
0    51.7535 
-1   2.0472 
-1   2.0472 
0    64.4667 
0    8.2912 
0    5.8960 
0    7.4723 
0    2.6614 
-1   1.8425 
0    1.6378 
-1   1.0236 
0    9.1920 
-1   5.2204 
0    24.9146 
0    3.0708 
0    2.2519 
-1   1.0236 
-1   1.0236 
0    4.9133 
-1   1.0236 
0    6.2645 
0    3.0708 
-1   1.8425 
0    111.9007 
0    2.4567 
-1   1.8425 
0    33.2467 
0    16.6029 
0    9.3353 
0    6.9605 
-1   1.2283 
0    8.7416 
0    2.2519 
0    9.7038 
0    55.9913 
0    2.2519 
-1   2.1496 
-1   3.0708 
-1   3.0708 
0    44.6292 
0    6.5511 
0    34.1475 
0    8.1889 
0    3.6850 
0    6.1416 
-1   1.8425 
0    3.2755 
0    2.2519 
-1   1.2283 
-1   4.7086 
-1   1.4330 
-1   1.6378 
0    78.8587 
-1   4.5039 
0    153.6638 
0    11.4644 
0    2.7023 
0    102.0945 
0    14.5352 
-1   2.2519 
0    116.8345 
0    30.5854 
0    7.9841 
0    2.0472 
0    7.2471 
0    8.2093 
-1   1.8425 
0    5.3432 
0    24.4233 
0    4.0944 
-1   1.8425 
0    13.7777 
0    2.8661 
-1   1.2283 
-1   2.0472 
0    2.0472 
-1   1.2283 
