0    15.1559 
0    3.4735 
-1   0.1269 
0    10.8740 
0    35.3387 
0    3.9858 
0    39.0213 
0    3.3137 
0    7.1514 
0    4.9211 
0    2.2232 
0    100.3265 
0    7.6708 
0    42.5653 
-1   0.1340 
0    64.7457 
0    0.5640 
0    28.1662 
0    0.2820 
0    1.4547 
0    41.5524 
0    2.0141 
0    3.7351 
-1   0.2381 
0    1.8884 
0    9.1205 
0    0.7980 
0    1.7046 
0    1.2576 
0    1.7046 
0    3.4761 
0    1.9386 
0    99.1394 
-1   0.2256 
0    22.9163 
-1   0.2256 
0    4.8214 
0    56.5323 
0    1.3161 
0    23.3173 
0    0.8314 
0    11.1845 
0    0.7103 
0    0.3802 
0    6.4341 
0    8.1763 
0    1.3244 
0    74.9489 
0    0.7562 
0    1.6252 
0    9.3378 
0    7.3115 
0    40.2800 
-1   0.2256 
0    1.6252 
0    4.3744 
0    26.4634 
0    3.1084 
-1   0.3133 
-1   0.2256 
-1   0.2381 
0    2.9831 
-1   0.2381 
0    16.9793 
-1   0.2256 
0    12.4838 
0    0.8941 
0    141.0070 
